isDGA,length,digits,entropy,vowel-cons,firstDigitIndex,ngrams
1,13,0,0.44332417922603046,0.08333333333333333,0,744.6709401709401
1,26,10,0.5166179889618889,0.3333333333333333,1,715.217264957265
1,8,0,0.3125,0.3333333333333333,0,1918.797619047619
1,26,7,0.5226041063900551,0.35714285714285715,1,682.2694017094018
1,24,9,0.47937031562255994,0.6666666666666666,2,544.1781400966183
1,12,0,0.42728698228922657,0.09090909090909091,0,690.3878787878789
1,7,0,0.35091935475549224,0.16666666666666666,0,835.4825396825398
1,24,6,0.5106203156225597,0.2,16,702.2881532718488
1,14,0,0.3798935851208473,0.2727272727272727,0,1156.370879120879
1,12,0,0.4064536489558933,0.3333333333333333,0,969.5292929292931
1,13,0,0.32068103442801615,0.0,0,609.4978632478633
1,13,0,0.4433241792260305,0.18181818181818182,0,844.5281662781662
1,15,0,0.4154039356509715,0.15384615384615385,0,908.9059829059829
1,14,0,0.42234793846853874,0.16666666666666666,0,720.7359584859583
1,15,0,0.4320706023176381,0.15384615384615385,0,729.33663003663
1,13,0,0.3856318715337228,0.18181818181818182,0,1003.3916083916083
1,13,0,0.40486264076449197,0.18181818181818182,0,786.4893162393163
1,12,0,0.35692357005025327,0.09090909090909091,0,553.1090909090909
1,26,6,0.5033733371592859,0.3333333333333333,1,872.9307692307692
1,26,10,0.5070026043465042,0.14285714285714285,1,567.3405128205128
1,25,0,0.5267075950978064,0.13636363636363635,0,877.9661352657005
1,15,0,0.4383613321088168,0.25,0,646.6907203907203
1,14,0,0.3798935851208473,0.2727272727272727,0,973.3400488400489
1,13,0,0.4240934099952612,0.3,0,803.3914141414142
1,11,0,0.38697440929431765,0.375,0,734.2067340067341
1,12,0,0.3985902367169199,1.0,0,816.1969696969696
1,10,0,0.36524101648625684,0.6666666666666666,0,1500.1601851851854
1,29,0,0.503799333964569,0.2608695652173913,0,964.8053122909445
1,10,0,0.3308049217994889,0.6666666666666666,0,1713.9592592592592
1,27,0,0.4850570517409166,0.125,0,699.3016714150048
1,20,0,0.4480229691428728,0.25,0,721.487134502924
1,8,0,0.3125,0.14285714285714285,0,942.7698412698413
1,26,10,0.5262333735772735,0.23076923076923078,5,719.9754273504273
1,26,5,0.48777183511573513,0.05,1,467.02666666666664
1,12,0,0.4272869822892267,0.09090909090909091,0,736.820707070707
1,12,0,0.3777569033835866,0.0,0,587.3989898989898
1,12,0,0.42728698228922657,0.2,0,660.3282828282828
1,13,0,0.404862640764492,0.4444444444444444,0,1289.0596348096349
1,8,0,0.34375,0.14285714285714285,0,1210.7777777777778
1,26,9,0.5106318715337229,0.13333333333333333,1,491.52358974358975
1,26,11,0.5033733371592859,0.36363636363636365,1,611.0700854700855
1,27,0,0.5353105414281362,0.17391304347826086,0,801.5325166191833
1,12,0,0.44812031562256,0.3333333333333333,0,853.0409090909092
1,26,9,0.5298626407644921,0.21428571428571427,1,551.6777777777778
1,27,11,0.5017683510902233,0.14285714285714285,1,366.2578347578348
1,15,0,0.4383613321088168,0.25,0,831.6059829059828
1,8,0,0.375,0.14285714285714285,0,505.8214285714286
1,26,0,0.4608024130025763,0.08333333333333333,0,724.217264957265
1,8,0,0.34375,0.6,0,1258.3710317460316
1,25,13,0.5229331572230992,0.2,1,333.57746376811593
1,12,0,0.42728698228922657,0.3333333333333333,0,961.6530303030304
1,14,0,0.4156078769773705,0.4,0,1519.8025030525032
1,14,0,0.42234793846853874,0.16666666666666666,0,1039.5494505494505
1,28,6,0.5048935912630849,0.29411764705882354,1,848.7109618776285
1,12,0,0.40645364895589325,0.09090909090909091,0,688.7085858585859
1,27,9,0.5110276103494826,0.38461538461538464,1,599.8497815764482
1,28,9,0.465363442796605,0.35714285714285715,1,784.8600936100937
1,23,0,0.45531120933563707,0.21052631578947367,0,955.2677708764667
1,13,0,0.3518840434761557,0.4444444444444444,0,1122.7536907536908
1,15,0,0.45502799877548344,0.15384615384615385,0,1054.9583638583638
1,26,0,0.4745271833131321,0.23809523809523808,0,1216.3114957264959
1,8,0,0.3125,0.3333333333333333,0,1421.0555555555557
1,12,0,0.3777569033835866,0.3333333333333333,0,1306.3393939393939
1,13,0,0.37837334212032386,0.3,0,663.7449494949495
1,14,0,0.386633652754253,0.2727272727272727,0,860.1456043956044
1,12,0,0.4272869822892267,0.3333333333333333,0,837.7363636363638
1,26,0,0.46080241300257646,0.04,0,794.0460256410257
1,9,0,0.39624063124512,0.5,0,1188.501322751323
1,20,0,0.45580492179948884,0.1111111111111111,0,871.9019493177389
1,13,0,0.39760411135109314,0.3,0,802.4642579642581
1,12,0,0.42728698228922657,0.09090909090909091,0,725.4954545454544
1,26,0,0.49327783403594866,0.13043478260869565,0,768.3295299145298
1,8,0,0.34375,1.0,0,1588.6666666666667
1,12,0,0.4272869822892267,0.5,0,1211.0146464646464
1,25,3,0.5067075950978065,0.2222222222222222,16,639.6263768115942
1,32,14,0.4317033435791997,1.25,4,823.6487007168458
1,15,0,0.4216946654421501,0.25,0,1104.1798534798534
1,12,0,0.38562031562256,0.0,0,920.381313131313
1,15,0,0.4383613321088168,0.15384615384615385,0,985.3228327228327
1,28,8,0.4615475739021733,0.17647058823529413,1,629.7758784425451
1,12,0,0.4272869822892267,0.2,0,740.0282828282828
1,13,0,0.40486264076449197,0.625,0,1294.795843045843
1,15,0,0.43836133210881684,0.36363636363636365,0,966.6263736263736
1,12,0,0.40645364895589325,0.2,0,932.1696969696969
1,8,0,0.34375,0.6,0,851.4761904761905
1,12,0,0.38562031562255994,0.2,0,815.6353535353537
1,26,0,0.44931029665419653,0.3,0,942.7473931623932
1,19,0,0.4733929884574297,0.35714285714285715,0,791.6945877766311
1,13,0,0.404862640764492,0.18181818181818182,0,746.4312354312355
1,13,0,0.44332417922603046,0.3,0,913.1796814296813
1,13,0,0.40486264076449197,0.3,0,1152.5998445998446
1,15,0,0.4320706023176381,0.25,0,839.3796092796092
1,25,9,0.5004820329725136,0.3333333333333333,1,522.7642270531401
1,14,0,0.4580622303250619,0.2727272727272727,0,818.2814407814408
1,13,0,0.3856318715337227,0.4444444444444444,0,1170.1561771561771
1,28,10,0.4993350536512162,0.2,1,422.285816035816
1,14,0,0.4044907925402771,0.16666666666666666,0,656.1285103785104
1,13,0,0.4240934099952612,0.3,0,1060.5499222999222
1,23,0,0.4588711118648438,0.15,0,740.2292176422611
1,10,0,0.36524101648625684,0.6666666666666666,0,1531.8592592592593
1,9,0,0.3684628534673422,0.8,0,1783.2896825396826
1,18,0,0.49346285346734203,0.2,0,716.0709422657951
1,12,0,0.3985902367169199,0.5,0,1149.148484848485
1,9,0,0.3406850756895644,0.8,0,1559.2936507936508
1,27,10,0.5260512821688769,0.5454545454545454,1,669.141918328585
1,11,0,0.3556688667156348,0.2222222222222222,0,703.605387205387
1,23,0,0.4811529896342318,0.2777777777777778,0,804.2964740573437
1,13,0,0.40486264076449197,0.08333333333333333,0,714.0738150738152
1,14,0,0.44020508439680034,0.5555555555555556,0,1372.8195970695972
1,12,0,0.42728698228922657,0.5,0,1017.7772727272727
1,15,0,0.4383613321088168,0.15384615384615385,0,714.5079365079364
1,9,0,0.3406850756895644,0.8,0,1624.2824074074076
1,25,9,0.49048203297251364,0.06666666666666667,1,257.48611111111114
1,9,0,0.3684628534673422,0.5,0,1360.4748677248676
1,13,0,0.4240934099952612,0.4444444444444444,0,897.3205128205128
1,13,0,0.4240934099952612,0.18181818181818182,0,684.1144133644134
1,9,0,0.30242274825982224,0.5,0,1275.832671957672
1,13,0,0.3856318715337228,0.18181818181818182,0,558.8696581196581
1,15,0,0.4320706023176381,0.36363636363636365,0,924.3636141636142
1,13,0,0.4240934099952612,0.18181818181818182,0,712.6800699300699
1,22,0,0.41248704853381657,0.15789473684210525,0,850.196608946609
1,13,0,0.39760411135109314,0.4444444444444444,0,1297.0911033411032
1,12,0,0.42728698228922657,0.2,0,813.8949494949494
1,13,0,0.404862640764492,0.0,0,806.6688034188036
1,25,6,0.5104820329725136,0.1875,11,715.4154830917873
1,17,0,0.3877351483370593,0.5454545454545454,0,1162.4615196078432
1,24,0,0.47150690338358664,0.14285714285714285,0,753.8876262626263
1,13,0,0.4625549484567997,0.3,0,1067.4578477078478
1,25,0,0.46048203297251367,0.08695652173913043,0,663.2162801932367
1,9,0,0.3129072979117867,0.2857142857142857,0,1208.0608465608466
1,14,0,0.4044907925402771,0.16666666666666666,0,926.1843711843712
1,13,0,0.4240934099952612,0.18181818181818182,0,969.0736208236207
1,24,10,0.5210369822892266,0.16666666666666666,1,497.50016469038206
1,28,0,0.5261207710080492,0.2727272727272727,0,775.8963844797178
1,13,0,0.36640110230295353,0.625,0,840.8084693084692
1,25,7,0.4967075950978065,0.125,1,593.8134782608696
1,9,0,0.3406850756895644,0.5,0,815.1541005291006
1,26,9,0.5070026043465045,0.5454545454545454,3,784.500641025641
1,20,0,0.47302296914287273,0.25,0,880.9819688109161
1,26,7,0.49375795254390126,0.5833333333333334,5,795.5266666666666
